,label,PREDICT,height,weight,,,,,,,,
695,fat,fat,121,77,,,,,,,,
696,fat,fat,128,69,,,,,,,,
697,normal,normal,174,65,,,,,,,,
698,normal,normal,178,78,,,,,,,,
699,fat,fat,157,63,,,,,,,,
700,normal,normal,183,80,,,,,,,,
701,thin,thin,171,39,,,,,,,,
702,fat,fat,120,46,,,,,,,,
703,thin,thin,185,55,,,,,,,,
704,normal,normal,154,46,,,,,,,,
705,fat,fat,123,72,,,,,,,,
706,fat,fat,155,67,,,,,,,,
707,fat,fat,123,77,,,,,,,,
708,fat,fat,128,42,,,,,,,,
709,normal,normal,165,58,,,,,,,,
710,normal,normal,165,53,,,,,,,,
711,fat,fat,135,77,,,,,,,,
712,thin,thin,200,42,,,,,,,,
713,thin,thin,181,45,,,,,,,,
714,fat,fat,130,80,,,,,,,,
715,thin,thin,179,42,,,,,,,,
716,normal,normal,183,65,,,,,,,,
717,normal,normal,194,77,,,,,,,,
718,fat,fat,141,52,,,,,,,,
719,fat,fat,128,53,,,,,,,,
720,thin,thin,194,43,,,,,,,,
721,thin,thin,200,56,,,,,,,,
722,fat,fat,141,71,,,,,,,,
723,fat,fat,132,52,,,,,,,,
724,normal,normal,146,50,,,,,,,,
725,fat,fat,160,80,,,,,,,,
726,fat,fat,157,66,,,,,,,,
727,fat,fat,133,52,,,,,,,,
728,fat,fat,155,78,,,,,,,,
729,normal,normal,174,68,,,,,,,,
730,fat,fat,137,53,,,,,,,,
731,thin,thin,151,38,,,,,,,,
732,normal,normal,197,77,,,,,,,,
733,normal,normal,139,43,,,,,,,,
734,thin,thin,168,42,,,,,,,,
735,fat,fat,159,79,,,,,,,,
736,fat,fat,126,57,,,,,,,,
737,fat,fat,158,65,,,,,,,,
738,normal,normal,183,63,,,,,,,,
739,thin,thin,172,52,,,,,,,,
740,thin,thin,176,46,,,,,,,,
741,normal,normal,168,70,,,,,,,,
742,thin,thin,191,39,,,,,,,,
743,fat,fat,132,80,,,,,,,,
744,normal,normal,173,57,,,,,,,,
745,fat,fat,123,74,,,,,,,,
746,fat,fat,125,76,,,,,,,,
747,normal,normal,162,59,,,,,,,,
748,normal,normal,158,56,,,,,,,,
749,fat,fat,123,53,,,,,,,,
750,thin,thin,193,52,,,,,,,,
751,normal,normal,134,42,,,,,,,,
752,thin,thin,158,44,,,,,,,,
753,normal,normal,151,45,,,,,,,,
754,normal,normal,145,50,,,,,,,,
755,fat,fat,131,80,,,,,,,,
756,normal,normal,165,54,,,,,,,,
757,fat,fat,121,52,,,,,,,,
758,normal,normal,137,41,,,,,,,,
759,fat,fat,131,58,,,,,,,,
760,normal,normal,177,74,,,,,,,,
761,fat,fat,123,73,,,,,,,,
762,fat,fat,162,77,,,,,,,,
763,normal,normal,162,52,,,,,,,,
764,fat,fat,159,75,,,,,,,,
765,fat,fat,129,45,,,,,,,,
766,fat,fat,128,56,,,,,,,,
767,fat,fat,129,57,,,,,,,,
768,fat,fat,148,75,,,,,,,,
769,fat,fat,157,68,,,,,,,,
770,fat,fat,167,72,,,,,,,,
771,fat,fat,136,80,,,,,,,,
772,thin,thin,178,46,,,,,,,,
773,fat,fat,173,77,,,,,,,,
774,fat,fat,131,53,,,,,,,,
775,fat,fat,137,66,,,,,,,,
776,normal,normal,135,36,,,,,,,,
777,thin,thin,185,54,,,,,,,,
778,fat,fat,121,66,,,,,,,,
779,normal,normal,135,39,,,,,,,,
780,fat,fat,166,74,,,,,,,,
781,normal,normal,164,51,,,,,,,,
782,fat,fat,137,59,,,,,,,,
783,normal,normal,156,53,,,,,,,,
784,thin,thin,190,47,,,,,,,,
785,normal,normal,188,77,,,,,,,,
786,fat,fat,156,70,,,,,,,,
787,fat,fat,154,69,,,,,,,,
788,fat,fat,159,66,,,,,,,,
789,fat,fat,130,48,,,,,,,,
790,fat,fat,151,80,,,,,,,,
791,thin,thin,191,54,,,,,,,,
792,fat,fat,138,76,,,,,,,,
793,normal,normal,168,60,,,,,,,,
794,fat,fat,135,48,,,,,,,,
795,fat,fat,125,48,,,,,,,,
796,thin,thin,198,57,,,,,,,,
797,thin,thin,176,57,,,,,,,,
798,thin,thin,192,60,,,,,,,,
799,normal,normal,171,71,,,,,,,,
800,normal,normal,169,53,,,,,,,,
801,fat,fat,149,76,,,,,,,,
802,fat,fat,135,56,,,,,,,,
803,normal,normal,186,71,,,,,,,,
804,normal,normal,177,76,,,,,,,,
805,thin,thin,176,45,,,,,,,,
806,fat,fat,127,73,,,,,,,,
807,normal,normal,166,52,,,,,,,,
808,thin,thin,164,36,,,,,,,,
809,normal,normal,160,54,,,,,,,,
810,fat,fat,157,73,,,,,,,,
811,fat,fat,128,63,,,,,,,,
812,fat,fat,142,79,,,,,,,,
813,thin,thin,189,45,,,,,,,,
814,fat,fat,129,79,,,,,,,,
815,normal,normal,165,68,,,,,,,,
816,fat,fat,171,80,,,,,,,,
817,thin,thin,192,42,,,,,,,,
818,thin,thin,195,57,,,,,,,,
819,thin,thin,143,35,,,,,,,,
820,normal,normal,154,59,,,,,,,,
821,normal,normal,134,42,,,,,,,,
822,fat,fat,131,49,,,,,,,,
823,thin,thin,154,43,,,,,,,,
824,normal,normal,193,76,,,,,,,,
825,normal,normal,159,53,,,,,,,,
826,fat,fat,148,71,,,,,,,,
827,thin,thin,186,58,,,,,,,,
828,normal,normal,189,74,,,,,,,,
829,fat,fat,163,80,,,,,,,,
830,normal,normal,177,69,,,,,,,,
831,normal,normal,191,72,,,,,,,,
832,thin,thin,197,64,,,,,,,,
833,normal,normal,130,42,,,,,,,,
834,thin,thin,171,45,,,,,,,,
835,normal,normal,200,80,,,,,,,,
836,thin,thin,182,48,,,,,,,,
837,thin,thin,172,38,,,,,,,,
838,thin,thin,196,52,,,,,,,,
839,fat,fat,139,60,,,,,,,,
840,normal,normal,136,46,,,,,,,,
841,normal,normal,124,37,,,,,,,,
842,thin,thin,191,63,,,,,,,,
843,normal,normal,186,79,,,,,,,,
844,thin,thin,187,37,,,,,,,,
845,fat,fat,145,63,,,,,,,,
846,thin,thin,197,65,,,,,,,,
847,normal,normal,171,64,,,,,,,,
848,normal,normal,158,47,,,,,,,,
849,fat,fat,134,54,,,,,,,,
850,thin,thin,193,41,,,,,,,,
851,fat,fat,153,79,,,,,,,,
852,thin,thin,166,47,,,,,,,,
853,thin,thin,195,56,,,,,,,,
854,fat,fat,164,78,,,,,,,,
855,normal,normal,156,55,,,,,,,,
856,normal,normal,154,46,,,,,,,,
857,normal,normal,165,57,,,,,,,,
858,fat,fat,142,71,,,,,,,,
859,fat,fat,132,52,,,,,,,,
860,thin,thin,177,37,,,,,,,,
861,fat,fat,128,46,,,,,,,,
862,fat,fat,122,38,,,,,,,,
863,normal,normal,177,65,,,,,,,,
864,normal,normal,179,65,,,,,,,,
865,normal,normal,130,36,,,,,,,,
866,normal,normal,182,78,,,,,,,,
867,normal,normal,182,64,,,,,,,,
868,fat,fat,144,52,,,,,,,,
869,normal,normal,144,47,,,,,,,,
870,thin,thin,177,52,,,,,,,,
871,fat,fat,138,71,,,,,,,,
872,thin,thin,185,36,,,,,,,,
873,normal,normal,124,37,,,,,,,,
874,thin,thin,189,39,,,,,,,,
875,fat,fat,156,62,,,,,,,,
876,fat,fat,148,55,,,,,,,,
877,fat,fat,153,62,,,,,,,,
878,thin,thin,200,41,,,,,,,,
879,thin,thin,178,54,,,,,,,,
880,thin,thin,197,39,,,,,,,,
881,normal,normal,152,52,,,,,,,,
882,normal,normal,176,75,,,,,,,,
883,fat,fat,142,62,,,,,,,,
884,normal,normal,124,36,,,,,,,,
885,normal,normal,147,42,,,,,,,,
886,fat,fat,135,62,,,,,,,,
887,fat,fat,123,43,,,,,,,,
888,fat,fat,124,55,,,,,,,,
889,thin,thin,168,52,,,,,,,,
890,normal,normal,177,60,,,,,,,,
891,thin,thin,182,51,,,,,,,,
892,thin,thin,197,55,,,,,,,,
893,thin,thin,182,59,,,,,,,,
894,normal,normal,192,74,,,,,,,,
895,normal,normal,140,39,,,,,,,,
896,normal,normal,169,56,,,,,,,,
897,thin,thin,190,40,,,,,,,,
898,normal,normal,174,73,,,,,,,,
899,normal,normal,155,53,,,,,,,,
900,thin,thin,184,57,,,,,,,,
901,normal,normal,145,43,,,,,,,,
902,fat,fat,131,55,,,,,,,,
903,fat,fat,144,56,,,,,,,,
904,normal,normal,163,57,,,,,,,,
905,thin,thin,195,37,,,,,,,,
906,normal,normal,198,76,,,,,,,,
907,thin,thin,193,41,,,,,,,,
908,fat,fat,129,47,,,,,,,,
909,fat,fat,126,44,,,,,,,,
910,normal,normal,167,56,,,,,,,,
911,fat,fat,141,78,,,,,,,,
912,thin,thin,185,56,,,,,,,,
913,thin,thin,199,69,,,,,,,,
914,normal,normal,181,75,,,,,,,,
915,fat,fat,145,62,,,,,,,,
916,normal,normal,192,79,,,,,,,,
917,normal,normal,163,56,,,,,,,,
918,normal,normal,169,68,,,,,,,,
919,thin,thin,196,68,,,,,,,,
920,thin,thin,156,35,,,,,,,,
921,normal,normal,145,50,,,,,,,,
922,fat,fat,128,54,,,,,,,,
923,fat,fat,163,78,,,,,,,,
924,thin,thin,152,38,,,,,,,,
925,fat,fat,123,38,,,,,,,,
926,normal,normal,136,35,,,,,,,,
927,fat,fat,145,80,,,,,,,,
928,fat,fat,124,76,,,,,,,,
929,fat,fat,160,66,,,,,,,,
930,thin,thin,200,54,,,,,,,,
931,thin,thin,179,58,,,,,,,,
932,normal,normal,129,35,,,,,,,,
933,normal,normal,190,72,,,,,,,,
934,normal,normal,191,71,,,,,,,,
935,normal,normal,157,56,,,,,,,,
936,fat,fat,128,75,,,,,,,,
937,thin,thin,163,40,,,,,,,,
938,thin,thin,159,42,,,,,,,,
939,thin,thin,197,43,,,,,,,,
940,normal,normal,143,41,,,,,,,,
941,thin,thin,150,41,,,,,,,,
942,fat,fat,136,51,,,,,,,,
943,thin,thin,186,63,,,,,,,,
944,thin,thin,196,45,,,,,,,,
945,thin,thin,153,41,,,,,,,,
946,normal,normal,174,61,,,,,,,,
947,normal,normal,140,44,,,,,,,,
948,fat,fat,142,69,,,,,,,,
949,fat,fat,149,62,,,,,,,,
950,fat,fat,159,69,,,,,,,,
951,thin,thin,197,68,,,,,,,,
952,normal,normal,166,60,,,,,,,,
953,fat,fat,148,64,,,,,,,,
954,normal,normal,124,35,,,,,,,,
955,normal,normal,155,47,,,,,,,,
956,normal,normal,190,70,,,,,,,,
957,normal,normal,177,72,,,,,,,,
958,normal,normal,196,80,,,,,,,,
959,normal,normal,192,75,,,,,,,,
960,thin,thin,174,50,,,,,,,,
961,thin,thin,178,56,,,,,,,,
962,fat,fat,139,80,,,,,,,,
963,normal,normal,195,79,,,,,,,,
964,normal,normal,184,74,,,,,,,,
965,fat,fat,169,80,,,,,,,,
966,normal,normal,182,71,,,,,,,,
967,fat,fat,131,51,,,,,,,,
968,fat,fat,174,79,,,,,,,,
969,thin,thin,194,45,,,,,,,,
970,normal,normal,179,72,,,,,,,,
971,fat,fat,123,51,,,,,,,,
972,fat,fat,121,44,,,,,,,,
973,normal,normal,187,71,,,,,,,,
974,normal,normal,168,65,,,,,,,,
975,thin,thin,180,46,,,,,,,,
976,fat,fat,128,62,,,,,,,,
977,thin,thin,183,44,,,,,,,,
978,fat,fat,148,64,,,,,,,,
979,fat,fat,125,79,,,,,,,,
980,thin,thin,200,38,,,,,,,,
981,fat,fat,155,76,,,,,,,,
982,thin,thin,196,52,,,,,,,,
983,thin,thin,192,48,,,,,,,,
984,normal,normal,168,54,,,,,,,,
985,fat,fat,136,55,,,,,,,,
986,normal,normal,175,63,,,,,,,,
987,normal,normal,195,76,,,,,,,,
988,thin,thin,187,40,,,,,,,,
989,normal,normal,167,52,,,,,,,,
990,fat,fat,146,63,,,,,,,,
991,fat,fat,161,71,,,,,,,,
992,fat,fat,122,63,,,,,,,,
993,normal,normal,157,58,,,,,,,,
994,thin,thin,188,64,,,,,,,,
995,fat,fat,129,75,,,,,,,,
996,fat,fat,166,75,,,,,,,,
997,fat,fat,130,75,,,,,,,,
998,normal,normal,169,58,,,,,,,,
999,thin,thin,186,43,,,,,,,,
1000,thin,thin,188,58,,,,,,,,
1001,thin,thin,198,66,,,,,,,,
1002,normal,normal,168,61,,,,,,,,
1003,fat,fat,136,70,,,,,,,,
1004,normal,normal,134,39,,,,,,,,
1005,fat,fat,138,53,,,,,,,,
1006,normal,normal,183,80,,,,,,,,
1007,fat,fat,146,57,,,,,,,,
1008,fat,fat,146,69,,,,,,,,
1009,fat,fat,168,75,,,,,,,,
1010,fat,fat,121,52,,,,,,,,
1011,fat,fat,137,51,,,,,,,,
1012,thin,thin,183,39,,,,,,,,
1013,fat,fat,149,68,,,,,,,,
1014,fat,fat,146,64,,,,,,,,
1015,thin,thin,173,50,,,,,,,,
1016,thin,thin,188,50,,,,,,,,
1017,normal,normal,168,70,,,,,,,,
1018,fat,fat,128,55,,,,,,,,
1019,normal,normal,138,37,,,,,,,,
1020,thin,thin,166,39,,,,,,,,
1021,fat,fat,140,66,,,,,,,,
1022,thin,thin,198,61,,,,,,,,
1023,thin,thin,190,57,,,,,,,,
1024,thin,thin,196,61,,,,,,,,
1025,thin,thin,198,72,,,,,,,,
1026,thin,thin,159,40,,,,,,,,
1027,normal,normal,169,64,,,,,,,,
1028,thin,thin,161,39,,,,,,,,
1029,fat,fat,131,59,,,,,,,,
1030,thin,thin,158,35,,,,,,,,
1031,fat,fat,133,51,,,,,,,,
1032,fat,fat,139,80,,,,,,,,
1033,normal,normal,182,72,,,,,,,,
1034,normal,normal,176,62,,,,,,,,
1035,normal,normal,193,77,,,,,,,,
1036,normal,normal,176,74,,,,,,,,
1037,thin,thin,180,42,,,,,,,,
1038,thin,thin,182,45,,,,,,,,
1039,normal,normal,142,45,,,,,,,,
1040,thin,thin,180,43,,,,,,,,
1041,fat,fat,161,69,,,,,,,,
1042,fat,fat,125,62,,,,,,,,
1043,normal,normal,154,59,,,,,,,,
1044,thin,thin,199,65,,,,,,,,
1045,normal,normal,160,62,,,,,,,,
1046,normal,normal,174,58,,,,,,,,
1047,fat,fat,121,58,,,,,,,,
1048,thin,thin,198,49,,,,,,,,
1049,fat,fat,173,76,,,,,,,,
1050,thin,thin,181,44,,,,,,,,
1051,fat,fat,124,55,,,,,,,,
1052,fat,fat,138,50,,,,,,,,
1053,thin,thin,194,51,,,,,,,,
1054,thin,thin,181,41,,,,,,,,
1055,thin,thin,178,53,,,,,,,,
1056,normal,normal,168,61,,,,,,,,
1057,normal,normal,181,78,,,,,,,,
1058,normal,normal,140,44,,,,,,,,
1059,fat,fat,143,56,,,,,,,,
1060,normal,normal,164,58,,,,,,,,
1061,fat,fat,148,74,,,,,,,,
1062,normal,normal,179,64,,,,,,,,
1063,fat,fat,124,73,,,,,,,,
1064,fat,fat,131,74,,,,,,,,
1065,normal,normal,200,80,,,,,,,,
1066,normal,normal,162,57,,,,,,,,
1067,thin,thin,181,40,,,,,,,,
1068,fat,fat,163,74,,,,,,,,
1069,fat,fat,120,55,,,,,,,,
1070,thin,thin,194,56,,,,,,,,
1071,normal,normal,150,54,,,,,,,,
1072,fat,fat,121,53,,,,,,,,
1073,normal,normal,133,42,,,,,,,,
1074,thin,thin,188,57,,,,,,,,
1075,fat,fat,128,50,,,,,,,,
1076,thin,thin,181,41,,,,,,,,
1077,normal,normal,183,64,,,,,,,,
1078,thin,thin,198,40,,,,,,,,
1079,fat,fat,175,80,,,,,,,,
1080,normal,normal,132,41,,,,,,,,
1081,normal,normal,177,59,,,,,,,,
1082,normal,normal,181,72,,,,,,,,
1083,normal,normal,161,49,,,,,,,,
1084,normal,normal,167,58,,,,,,,,
1085,thin,thin,178,52,,,,,,,,
1086,fat,fat,154,69,,,,,,,,
1087,fat,fat,128,78,,,,,,,,
1088,normal,normal,162,55,,,,,,,,
1089,fat,fat,133,61,,,,,,,,
1090,fat,fat,142,63,,,,,,,,
1091,thin,thin,194,39,,,,,,,,
1092,fat,fat,127,66,,,,,,,,
1093,fat,fat,120,50,,,,,,,,
1094,thin,thin,156,40,,,,,,,,
1095,thin,thin,200,49,,,,,,,,
1096,fat,fat,127,53,,,,,,,,
1097,thin,thin,189,55,,,,,,,,
1098,fat,fat,153,69,,,,,,,,
1099,normal,normal,167,65,,,,,,,,
1100,normal,normal,129,40,,,,,,,,
1101,normal,normal,177,71,,,,,,,,
1102,fat,fat,120,40,,,,,,,,
1103,fat,fat,169,72,,,,,,,,
1104,fat,fat,152,64,,,,,,,,
1105,thin,thin,143,35,,,,,,,,
1106,fat,fat,125,79,,,,,,,,
1107,normal,normal,159,56,,,,,,,,
1108,thin,thin,190,55,,,,,,,,
1109,fat,fat,145,80,,,,,,,,
1110,normal,normal,126,35,,,,,,,,
1111,normal,normal,164,61,,,,,,,,
1112,fat,fat,141,69,,,,,,,,
1113,thin,thin,162,35,,,,,,,,
1114,thin,thin,175,45,,,,,,,,
1115,normal,normal,168,70,,,,,,,,
1116,thin,thin,192,65,,,,,,,,
1117,thin,thin,190,65,,,,,,,,
1118,thin,thin,159,43,,,,,,,,
1119,fat,fat,159,70,,,,,,,,
1120,normal,normal,139,36,,,,,,,,
1121,fat,fat,151,66,,,,,,,,
1122,thin,thin,170,43,,,,,,,,
1123,normal,normal,168,67,,,,,,,,
1124,normal,normal,146,51,,,,,,,,
1125,fat,fat,126,59,,,,,,,,
1126,thin,thin,153,40,,,,,,,,
1127,normal,normal,196,77,,,,,,,,
1128,normal,normal,184,77,,,,,,,,
1129,normal,normal,131,41,,,,,,,,
1130,normal,normal,164,50,,,,,,,,
1131,fat,fat,171,79,,,,,,,,
1132,normal,normal,174,67,,,,,,,,
1133,fat,fat,145,69,,,,,,,,
1134,fat,fat,152,73,,,,,,,,
1135,normal,normal,143,40,,,,,,,,
1136,fat,fat,164,74,,,,,,,,
1137,fat,fat,133,79,,,,,,,,
1138,thin,thin,191,41,,,,,,,,
1139,thin,thin,188,64,,,,,,,,
1140,normal,normal,195,71,,,,,,,,
1141,fat,fat,120,77,,,,,,,,
1142,thin,thin,196,52,,,,,,,,
1143,fat,fat,147,64,,,,,,,,
1144,thin,thin,174,41,,,,,,,,
1145,fat,fat,143,69,,,,,,,,
1146,thin,thin,184,47,,,,,,,,
1147,fat,fat,120,60,,,,,,,,
1148,fat,fat,127,64,,,,,,,,
1149,fat,fat,130,55,,,,,,,,
1150,thin,thin,150,35,,,,,,,,
1151,fat,fat,128,80,,,,,,,,
1152,fat,fat,123,72,,,,,,,,
1153,thin,thin,194,40,,,,,,,,
1154,thin,thin,155,42,,,,,,,,
1155,normal,normal,188,79,,,,,,,,
1156,fat,fat,129,49,,,,,,,,
1157,normal,normal,153,51,,,,,,,,
1158,normal,normal,149,55,,,,,,,,
1159,normal,normal,165,52,,,,,,,,
1160,thin,thin,190,58,,,,,,,,
1161,normal,normal,157,61,,,,,,,,
1162,normal,normal,142,46,,,,,,,,
1163,fat,fat,156,76,,,,,,,,
1164,normal,normal,151,47,,,,,,,,
1165,normal,normal,124,36,,,,,,,,
1166,fat,fat,164,72,,,,,,,,
1167,thin,thin,176,35,,,,,,,,
1168,normal,normal,151,53,,,,,,,,
1169,thin,thin,200,39,,,,,,,,
1170,fat,fat,125,69,,,,,,,,
1171,thin,thin,189,39,,,,,,,,
1172,thin,thin,190,57,,,,,,,,
1173,fat,fat,150,73,,,,,,,,
1174,fat,fat,160,74,,,,,,,,
1175,normal,normal,139,43,,,,,,,,
1176,fat,fat,137,70,,,,,,,,
1177,normal,normal,182,67,,,,,,,,
1178,fat,fat,154,74,,,,,,,,
1179,thin,thin,193,67,,,,,,,,
1180,thin,thin,199,39,,,,,,,,
1181,normal,normal,165,53,,,,,,,,
1182,fat,fat,138,50,,,,,,,,
1183,fat,fat,129,57,,,,,,,,
1184,fat,fat,132,45,,,,,,,,
1185,thin,thin,168,44,,,,,,,,
1186,fat,fat,132,66,,,,,,,,
1187,thin,thin,180,42,,,,,,,,
1188,fat,fat,150,72,,,,,,,,
1189,fat,fat,135,50,,,,,,,,
1190,normal,normal,166,55,,,,,,,,
1191,normal,normal,133,37,,,,,,,,
1192,normal,normal,136,37,,,,,,,,
1193,thin,thin,182,44,,,,,,,,
1194,thin,thin,167,37,,,,,,,,
1195,fat,fat,154,65,,,,,,,,
1196,fat,fat,121,42,,,,,,,,
1197,fat,fat,143,56,,,,,,,,
1198,thin,thin,140,36,,,,,,,,
1199,fat,fat,133,59,,,,,,,,
1200,thin,thin,168,48,,,,,,,,
1201,fat,fat,125,49,,,,,,,,
1202,fat,fat,121,43,,,,,,,,
1203,normal,normal,186,65,,,,,,,,
1204,thin,thin,199,41,,,,,,,,
1205,thin,thin,184,43,,,,,,,,
1206,thin,thin,187,41,,,,,,,,
1207,fat,fat,141,66,,,,,,,,
1208,thin,thin,188,45,,,,,,,,
1209,thin,thin,149,41,,,,,,,,
1210,fat,fat,154,67,,,,,,,,
1211,fat,fat,140,56,,,,,,,,
1212,normal,normal,172,61,,,,,,,,
1213,thin,thin,189,64,,,,,,,,
1214,fat,fat,121,39,,,,,,,,
1215,thin,thin,194,37,,,,,,,,
1216,thin,thin,159,42,,,,,,,,
1217,normal,normal,177,72,,,,,,,,
1218,normal,normal,197,76,,,,,,,,
1219,fat,fat,124,59,,,,,,,,
1220,fat,fat,159,71,,,,,,,,
1221,thin,thin,200,36,,,,,,,,
1222,fat,fat,166,69,,,,,,,,
1223,thin,thin,152,41,,,,,,,,
1224,thin,thin,198,57,,,,,,,,
1225,normal,normal,165,67,,,,,,,,
1226,normal,normal,158,51,,,,,,,,
1227,normal,normal,152,57,,,,,,,,
1228,fat,fat,128,71,,,,,,,,
1229,fat,fat,130,51,,,,,,,,
1230,fat,fat,125,49,,,,,,,,
1231,fat,fat,167,76,,,,,,,,
1232,thin,thin,187,60,,,,,,,,
1233,fat,fat,128,48,,,,,,,,
1234,fat,fat,154,67,,,,,,,,
1235,normal,normal,151,51,,,,,,,,
1236,fat,fat,133,58,,,,,,,,
1237,thin,thin,198,38,,,,,,,,
1238,fat,fat,128,79,,,,,,,,
1239,normal,normal,137,42,,,,,,,,
1240,thin,thin,197,44,,,,,,,,
1241,normal,normal,154,53,,,,,,,,
1242,normal,normal,143,46,,,,,,,,
1243,fat,fat,131,54,,,,,,,,
1244,fat,fat,131,71,,,,,,,,
1245,normal,normal,138,39,,,,,,,,
1246,fat,fat,123,52,,,,,,,,
1247,thin,thin,154,35,,,,,,,,
1248,thin,thin,196,37,,,,,,,,
1249,fat,fat,159,78,,,,,,,,
1250,normal,normal,137,45,,,,,,,,
1251,thin,thin,184,49,,,,,,,,
1252,thin,thin,194,56,,,,,,,,
1253,thin,thin,187,54,,,,,,,,
1254,thin,thin,157,39,,,,,,,,
1255,thin,thin,181,53,,,,,,,,
1256,normal,normal,193,79,,,,,,,,
1257,thin,thin,180,55,,,,,,,,
1258,fat,fat,131,75,,,,,,,,
1259,thin,thin,175,48,,,,,,,,
1260,normal,normal,179,62,,,,,,,,
1261,normal,normal,180,60,,,,,,,,
1262,normal,normal,166,54,,,,,,,,
1263,fat,fat,131,79,,,,,,,,
1264,fat,fat,147,66,,,,,,,,
1265,thin,thin,192,66,,,,,,,,
1266,fat,fat,129,53,,,,,,,,
1267,fat,fat,162,66,,,,,,,,
1268,normal,normal,161,48,,,,,,,,
1269,fat,fat,134,74,,,,,,,,
1270,thin,thin,153,36,,,,,,,,
1271,fat,fat,131,68,,,,,,,,
1272,thin,thin,169,41,,,,,,,,
1273,normal,normal,166,60,,,,,,,,
1274,normal,normal,177,76,,,,,,,,
1275,fat,fat,149,56,,,,,,,,
1276,thin,thin,198,62,,,,,,,,
1277,thin,thin,195,61,,,,,,,,
1278,normal,normal,153,46,,,,,,,,
1279,thin,thin,177,50,,,,,,,,
1280,normal,normal,137,36,,,,,,,,
1281,normal,normal,163,60,,,,,,,,
1282,normal,normal,159,60,,,,,,,,
1283,thin,thin,180,50,,,,,,,,
1284,normal,thin,155,45,,,,,,,,
1285,fat,fat,138,68,,,,,,,,
1286,fat,fat,170,73,,,,,,,,
1287,fat,fat,120,60,,,,,,,,
1288,normal,normal,165,54,,,,,,,,
1289,fat,fat,121,61,,,,,,,,
1290,fat,fat,130,71,,,,,,,,
1291,normal,normal,186,68,,,,,,,,
1292,thin,thin,185,49,,,,,,,,
1293,fat,fat,121,64,,,,,,,,
1294,fat,fat,124,53,,,,,,,,
1295,normal,normal,179,70,,,,,,,,
1296,thin,thin,188,64,,,,,,,,
1297,normal,normal,148,49,,,,,,,,
1298,fat,fat,135,69,,,,,,,,
1299,fat,fat,161,75,,,,,,,,
1300,thin,thin,196,53,,,,,,,,
1301,normal,normal,177,59,,,,,,,,
1302,normal,normal,190,78,,,,,,,,
1303,fat,fat,160,72,,,,,,,,
1304,fat,fat,159,67,,,,,,,,
1305,fat,fat,134,52,,,,,,,,
1306,fat,fat,169,73,,,,,,,,
1307,thin,thin,165,49,,,,,,,,
1308,thin,thin,182,45,,,,,,,,
1309,normal,normal,137,37,,,,,,,,
1310,normal,normal,165,54,,,,,,,,
1311,normal,normal,146,44,,,,,,,,
1312,thin,thin,169,46,,,,,,,,
1313,thin,thin,196,70,,,,,,,,
1314,fat,fat,150,69,,,,,,,,
1315,normal,normal,180,72,,,,,,,,
1316,normal,normal,163,57,,,,,,,,
1317,fat,fat,144,80,,,,,,,,
1318,thin,thin,186,60,,,,,,,,
1319,thin,thin,190,62,,,,,,,,
1320,fat,fat,168,71,,,,,,,,
1321,fat,fat,139,70,,,,,,,,
1322,normal,normal,188,80,,,,,,,,
1323,fat,fat,122,41,,,,,,,,
1324,fat,fat,133,52,,,,,,,,
1325,thin,thin,169,49,,,,,,,,
1326,fat,fat,147,63,,,,,,,,
1327,fat,fat,136,64,,,,,,,,
1328,thin,thin,185,59,,,,,,,,
1329,thin,thin,156,37,,,,,,,,
1330,fat,fat,163,70,,,,,,,,
1331,fat,fat,120,64,,,,,,,,
1332,fat,fat,142,62,,,,,,,,
1333,fat,fat,141,80,,,,,,,,
1334,normal,normal,146,44,,,,,,,,
1335,normal,normal,134,41,,,,,,,,
1336,fat,fat,127,57,,,,,,,,
1337,thin,thin,148,36,,,,,,,,
1338,fat,fat,127,52,,,,,,,,
1339,normal,normal,134,38,,,,,,,,
1340,thin,thin,158,45,,,,,,,,
1341,fat,fat,153,77,,,,,,,,
1342,fat,fat,158,76,,,,,,,,
1343,thin,thin,185,54,,,,,,,,
1344,thin,thin,164,45,,,,,,,,
1345,thin,thin,181,50,,,,,,,,
1346,thin,thin,163,44,,,,,,,,
1347,thin,thin,161,41,,,,,,,,
1348,fat,fat,133,45,,,,,,,,
1349,thin,thin,159,38,,,,,,,,
1350,fat,fat,132,75,,,,,,,,
1351,fat,fat,131,74,,,,,,,,
1352,fat,fat,169,75,,,,,,,,
1353,normal,normal,148,47,,,,,,,,
1354,normal,normal,137,42,,,,,,,,
1355,fat,fat,140,64,,,,,,,,
1356,normal,normal,178,59,,,,,,,,
1357,fat,fat,146,57,,,,,,,,
1358,thin,thin,162,41,,,,,,,,
1359,fat,fat,126,46,,,,,,,,
1360,thin,thin,160,38,,,,,,,,
1361,thin,thin,187,41,,,,,,,,
1362,thin,thin,159,39,,,,,,,,
1363,fat,fat,121,64,,,,,,,,
1364,thin,thin,185,47,,,,,,,,
1365,fat,fat,148,76,,,,,,,,
1366,fat,fat,145,75,,,,,,,,
1367,thin,thin,182,46,,,,,,,,
1368,fat,fat,172,76,,,,,,,,
1369,fat,fat,145,65,,,,,,,,
1370,thin,thin,173,47,,,,,,,,
1371,thin,thin,172,53,,,,,,,,
1372,normal,normal,171,70,,,,,,,,
1373,fat,fat,165,70,,,,,,,,
1374,normal,normal,162,65,,,,,,,,
